product_id,shop_id,order_status,sku_quantity,payment_amount,supply_amount,supply_cost,delivery_fee,ad_cost,extra_cost,order_date
100066,200002,0,39,191100,176800,113100,2500,0,0,2025-08-22
100067,200003,0,33,161700,149600,95700,4500,0,0,2025-08-22
100068,200004,0,33,128700,119000,75900,3000,0,0,2025-08-22
100069,200005,0,38,148200,137100,87400,5000,0,0,2025-08-22
100070,200006,0,30,117000,108200,72000,3000,0,0,2025-08-22
100051,200006,0,186,1655400,1531200,985800,4000,0,0,2025-08-23
100052,200001,0,76,752400,696000,440800,2000,0,0,2025-08-23
100053,200002,0,53,630700,583400,376300,4500,0,0,2025-08-23
100054,200003,0,29,548100,507000,333500,3000,0,0,2025-08-23
100055,200004,0,46,455400,421200,271400,2500,0,0,2025-08-23
100056,200005,0,25,322500,298300,187500,2500,0,0,2025-08-23
100057,200006,0,29,287100,265600,168200,4500,0,0,2025-08-23
100058,200001,0,45,265500,245600,162000,2000,0,0,2025-08-23
100059,200002,0,15,223500,206700,133500,4000,0,0,2025-08-23
100060,200003,0,17,219300,202900,132600,2500,0,0,2025-08-23
100061,200004,0,22,239800,221800,145200,4500,0,0,2025-08-23
100062,200005,0,22,195800,181100,112200,4500,0,0,2025-08-23
100063,200006,0,17,168300,155700,96900,3000,0,0,2025-08-23
100064,200001,0,9,152100,140700,91800,5000,0,0,2025-08-23
100065,200002,0,9,134100,124000,81900,3500,0,0,2025-08-23
100066,200003,0,36,176400,163200,104400,2500,0,0,2025-08-23
100067,200004,0,27,132300,122400,78300,2000,0,0,2025-08-23
100068,200005,0,38,148200,137100,83600,3500,0,0,2025-08-23
100069,200006,0,29,113100,104600,63800,2000,0,0,2025-08-23
100070,200001,0,35,136500,126300,80500,4500,0,0,2025-08-23
100051,200001,0,220,1958000,1811200,1166000,3000,0,0,2025-08-24
100052,200002,0,113,1118700,1034800,655400,5000,0,0,2025-08-24
100053,200003,0,56,666400,616400,380800,4500,0,0,2025-08-24
100054,200004,0,36,680400,629400,392400,3500,0,0,2025-08-24
100055,200005,0,48,475200,439600,283200,5000,0,0,2025-08-24
100056,200006,0,30,387000,358000,237000,4000,0,0,2025-08-24
100057,200001,0,34,336600,311400,197200,3500,0,0,2025-08-24
100058,200002,0,57,336300,311100,199500,4500,0,0,2025-08-24
100059,200003,0,21,312900,289400,189000,2500,0,0,2025-08-24
100060,200004,0,18,232200,214800,140400,4500,0,0,2025-08-24
100061,200005,0,24,261600,242000,151200,5000,0,0,2025-08-24
100062,200006,0,25,222500,205800,132500,2500,0,0,2025-08-24
100063,200001,0,24,237600,219800,139200,2000,0,0,2025-08-24
100064,200002,0,11,185900,172000,107800,3000,0,0,2025-08-24
100065,200003,0,11,163900,151600,97900,2000,0,0,2025-08-24
100066,200004,0,41,200900,185800,118900,5000,0,0,2025-08-24
100067,200005,0,37,181300,167700,103600,3000,0,0,2025-08-24
100068,200006,0,45,175500,162300,108000,3000,0,0,2025-08-24
100069,200001,0,42,163800,151500,100800,3500,0,0,2025-08-24
100070,200002,0,43,167700,155100,98900,3000,0,0,2025-08-24
100051,200002,0,228,2029200,1877000,1185600,2500,0,0,2025-08-25
100052,200003,0,147,1455300,1346200,852600,3000,0,0,2025-08-25
100053,200004,0,64,761600,704500,441600,3000,0,0,2025-08-25
100054,200005,0,37,699300,646900,418100,4500,0,0,2025-08-25
100055,200006,0,53,524700,485300,302100,4500,0,0,2025-08-25
100056,200001,0,41,528900,489200,311600,4000,0,0,2025-08-25
100057,200002,0,51,504900,467000,306000,2500,0,0,2025-08-25
100058,200003,0,68,401200,371100,231200,3000,0,0,2025-08-25
100059,200004,0,26,387400,358300,226200,2500,0,0,2025-08-25
100060,200005,0,30,387000,358000,231000,5000,0,0,2025-08-25
100061,200006,0,28,305200,282300,184800,5000,0,0,2025-08-25
100062,200001,0,35,311500,288100,182000,5000,0,0,2025-08-25
100063,200002,0,29,287100,265600,171100,3500,0,0,2025-08-25
100064,200003,0,17,287300,265800,168300,4000,0,0,2025-08-25
100065,200004,0,15,223500,206700,135000,3500,0,0,2025-08-25
100066,200005,0,53,259700,240200,153700,3000,0,0,2025-08-25
100067,200006,0,43,210700,194900,124700,4500,0,0,2025-08-25
100068,200001,0,51,198900,184000,117300,2500,0,0,2025-08-25
100069,200002,0,55,214500,198400,126500,3000,0,0,2025-08-25
100070,200003,0,42,163800,151500,92400,3000,0,0,2025-08-25
100051,200003,0,207,1842300,1704100,1076400,2000,0,0,2025-08-26
100052,200004,0,111,1098900,1016500,654900,3500,0,0,2025-08-26
100053,200005,0,71,844900,781500,497000,4500,0,0,2025-08-26
100054,200006,0,34,642600,594400,380800,2000,0,0,2025-08-26
100055,200001,0,64,633600,586100,364800,4000,0,0,2025-08-26
100056,200002,0,33,425700,393800,244200,4000,0,0,2025-08-26
100057,200003,0,35,346500,320500,199500,3000,0,0,2025-08-26
100058,200004,0,73,430700,398400,255500,4500,0,0,2025-08-26
100059,200005,0,23,342700,317000,204700,3500,0,0,2025-08-26
100060,200006,0,28,361200,334100,210000,2500,0,0,2025-08-26
100061,200001,0,31,337900,312600,201500,2000,0,0,2025-08-26
100062,200002,0,35,311500,288100,185500,3500,0,0,2025-08-26
100063,200003,0,23,227700,210600,138000,4500,0,0,2025-08-26
100064,200004,0,14,236600,218900,140000,4000,0,0,2025-08-26
100065,200005,0,16,238400,220500,137600,2500,0,0,2025-08-26
100066,200006,0,48,235200,217600,139200,2500,0,0,2025-08-26
100067,200001,0,40,196000,181300,112000,2000,0,0,2025-08-26
100068,200002,0,54,210600,194800,124200,2000,0,0,2025-08-26
100069,200003,0,45,175500,162300,103500,2000,0,0,2025-08-26
100070,200004,0,45,175500,162300,103500,2000,0,0,2025-08-26
100051,200004,0,205,1824500,1687700,1045500,2500,0,0,2025-08-27
100052,200005,0,125,1237500,1144700,700000,2500,0,0,2025-08-27
100053,200006,0,77,916300,847600,554400,2500,0,0,2025-08-27
100054,200001,0,33,623700,576900,379500,4500,0,0,2025-08-27
100055,200002,0,46,455400,421200,266800,5000,0,0,2025-08-27
100056,200003,0,30,387000,358000,222000,3000,0,0,2025-08-27
100057,200004,0,38,376200,348000,224200,2500,0,0,2025-08-27
100058,200005,0,57,336300,311100,205200,2500,0,0,2025-08-27
100059,200006,0,21,312900,289400,180600,4000,0,0,2025-08-27
100060,200001,0,20,258000,238600,156000,4000,0,0,2025-08-27
100061,200002,0,28,305200,282300,184800,5000,0,0,2025-08-27
100062,200003,0,33,293700,271700,171600,3000,0,0,2025-08-27
100063,200004,0,20,198000,183200,118000,4000,0,0,2025-08-27
100064,200005,0,13,219700,203200,126100,2000,0,0,2025-08-27
100065,200006,0,15,223500,206700,136500,5000,0,0,2025-08-27
100066,200001,0,45,220500,204000,126000,5000,0,0,2025-08-27
100067,200002,0,39,191100,176800,113100,2500,0,0,2025-08-27
100068,200003,0,44,171600,158700,101200,4000,0,0,2025-08-27
100069,200004,0,44,171600,158700,101200,2000,0,0,2025-08-27
100070,200005,0,40,156000,144300,88000,2500,0,0,2025-08-27
100051,200005,0,275,2447500,2263900,1430000,4500,0,0,2025-08-28
100052,200006,0,135,1336500,1236300,783000,3000,0,0,2025-08-28
100053,200001,0,68,809200,748500,469200,3000,0,0,2025-08-28
100054,200002,0,32,604800,559400,348800,5000,0,0,2025-08-28
100055,200003,0,53,524700,485300,318000,2500,0,0,2025-08-28
100056,200004,0,38,490200,453400,285000,3500,0,0,2025-08-28
100057,200005,0,48,475200,439600,283200,2000,0,0,2025-08-28
100058,200006,0,52,306800,283800,182000,4000,0,0,2025-08-28
100059,200001,0,24,357600,330800,216000,3000,0,0,2025-08-28
100060,200002,0,23,296700,274400,170200,2500,0,0,2025-08-28
100061,200003,0,26,283400,262100,171600,2000,0,0,2025-08-28
100062,200004,0,24,213600,197600,129600,4500,0,0,2025-08-28
100063,200005,0,27,267300,247300,159300,3000,0,0,2025-08-28
100064,200006,0,11,185900,172000,106700,2000,0,0,2025-08-28
100065,200001,0,12,178800,165400,106800,4500,0,0,2025-08-28
100066,200002,0,40,196000,181300,116000,2500,0,0,2025-08-28
100067,200003,0,44,215600,199400,123200,2000,0,0,2025-08-28
100068,200004,0,44,171600,158700,101200,4500,0,0,2025-08-28
100069,200005,0,44,171600,158700,96800,3000,0,0,2025-08-28
100070,200006,0,42,163800,151500,96600,3500,0,0,2025-08-28
100051,200006,0,251,2008000,1857400,1204800,3500,0,0,2025-08-29
100052,200001,0,100,890000,823200,520000,4500,0,0,2025-08-29
100053,200002,0,63,674100,623500,409500,2000,0,0,2025-08-29
100054,200003,0,39,663000,613300,378300,3500,0,0,2025-08-29
100055,200004,0,48,475200,439600,288000,4000,0,0,2025-08-29
100056,200005,0,29,374100,346000,226200,4000,0,0,2025-08-29
100057,200006,0,41,405900,375500,237800,4000,0,0,2025-08-29
100058,200001,0,57,336300,311100,199500,2500,0,0,2025-08-29
100059,200002,0,18,268200,248100,162000,4500,0,0,2025-08-29
100060,200003,0,24,309600,286400,182400,3000,0,0,2025-08-29
100061,200004,0,21,228900,211700,136500,4500,0,0,2025-08-29
100062,200005,0,29,258100,238700,150800,3000,0,0,2025-08-29
100063,200006,0,20,198000,183200,116000,4500,0,0,2025-08-29
100064,200001,0,11,185900,172000,111100,2000,0,0,2025-08-29
100065,200002,0,14,208600,193000,127400,3000,0,0,2025-08-29
100066,200003,0,37,181300,167700,103600,4500,0,0,2025-08-29
100067,200004,0,37,181300,167700,103600,4500,0,0,2025-08-29
100068,200005,0,38,148200,137100,91200,2500,0,0,2025-08-29
100069,200006,0,41,159900,147900,98400,5000,0,0,2025-08-29
100070,200001,0,41,159900,147900,98400,5000,0,0,2025-08-29
100051,200001,0,192,1708800,1580600,998400,4000,0,0,2025-08-30
100052,200002,0,77,762300,705100,462000,3500,0,0,2025-08-30
100053,200003,0,54,642600,594400,372600,4500,0,0,2025-08-30
100054,200004,0,27,510300,472000,302400,2500,0,0,2025-08-30
100055,200005,0,47,465300,430400,272600,4500,0,0,2025-08-30
100056,200006,0,25,322500,298300,190000,3000,0,0,2025-08-30
100057,200001,0,37,366300,338800,218300,4000,0,0,2025-08-30
100058,200002,0,44,259600,240100,154000,5000,0,0,2025-08-30
100059,200003,0,18,268200,248100,160200,4500,0,0,2025-08-30
100060,200004,0,16,206400,190900,120000,2500,0,0,2025-08-30
100061,200005,0,19,207100,191600,125400,2000,0,0,2025-08-30
100062,200006,0,20,178000,164600,102000,3500,0,0,2025-08-30
100063,200001,0,17,168300,155700,96900,3500,0,0,2025-08-30
100064,200002,0,11,185900,172000,112200,2500,0,0,2025-08-30
100065,200003,0,12,178800,165400,106800,3000,0,0,2025-08-30
100066,200004,0,33,161700,149600,95700,3000,0,0,2025-08-30
100067,200005,0,32,156800,145000,92800,2500,0,0,2025-08-30
100068,200006,0,30,117000,108200,69000,5000,0,0,2025-08-30
100069,200001,0,38,148200,137100,87400,3500,0,0,2025-08-30
100070,200002,0,35,136500,126300,80500,3000,0,0,2025-08-30
100051,200002,0,179,1593100,1473600,948700,4000,0,0,2025-08-31
100052,200003,0,120,1188000,1098900,720000,3000,0,0,2025-08-31
100053,200004,0,67,797300,737500,455600,5000,0,0,2025-08-31
100054,200005,0,34,642600,594400,384200,5000,0,0,2025-08-31
100055,200006,0,51,504900,467000,290700,3000,0,0,2025-08-31
100056,200001,0,35,451500,417600,273000,3500,0,0,2025-08-31
100057,200002,0,38,376200,348000,220400,4000,0,0,2025-08-31
100058,200003,0,62,365800,338400,210800,5000,0,0,2025-08-31
100059,200004,0,16,238400,220500,140800,3000,0,0,2025-08-31
100060,200005,0,18,232200,214800,138600,3500,0,0,2025-08-31
100061,200006,0,24,261600,242000,148800,4500,0,0,2025-08-31
100062,200001,0,28,249200,230500,142800,4000,0,0,2025-08-31
100063,200002,0,24,237600,219800,144000,2500,0,0,2025-08-31
100064,200003,0,10,169000,156300,97000,3000,0,0,2025-08-31
100065,200004,0,12,178800,165400,105600,3500,0,0,2025-08-31
100066,200005,0,36,176400,163200,104400,4500,0,0,2025-08-31
100067,200006,0,29,142100,131400,87000,2500,0,0,2025-08-31
100068,200001,0,38,148200,137100,91200,5000,0,0,2025-08-31
100069,200002,0,36,140400,129900,82800,5000,0,0,2025-08-31
100070,200003,0,36,140400,129900,82800,2500,0,0,2025-08-31
100051,200003,0,327,2910300,2692000,1700400,3000,0,0,2025-09-01
100052,200004,0,157,1554300,1437700,910600,3500,0,0,2025-09-01
100053,200005,0,79,940100,869600,553000,3500,0,0,2025-09-01
100054,200006,0,40,756000,699300,440000,5000,0,0,2025-09-01
100055,200001,0,69,683100,631900,393300,4500,0,0,2025-09-01
100056,200002,0,44,567600,525000,334400,4500,0,0,2025-09-01
100057,200003,0,49,485100,448700,279300,3000,0,0,2025-09-01
100058,200004,0,76,448400,414800,258400,3000,0,0,2025-09-01
100059,200005,0,31,461900,427300,282100,3500,0,0,2025-09-01
100060,200006,0,28,361200,334100,212800,4500,0,0,2025-09-01
100061,200001,0,36,392400,363000,237600,4500,0,0,2025-09-01
100062,200002,0,32,284800,263400,172800,2000,0,0,2025-09-01
100063,200003,0,36,356400,329700,212400,4000,0,0,2025-09-01
100064,200004,0,19,321100,297000,195700,4500,0,0,2025-09-01
100065,200005,0,22,327800,303200,189200,2000,0,0,2025-09-01
100066,200006,0,58,284200,262900,162400,4500,0,0,2025-09-01
100067,200001,0,60,294000,272000,168000,2000,0,0,2025-09-01
100068,200002,0,66,257400,238100,151800,4000,0,0,2025-09-01
100069,200003,0,55,214500,198400,126500,2000,0,0,2025-09-01
100070,200004,0,56,218400,202000,128800,3500,0,0,2025-09-01
100051,200004,0,273,2429700,2247500,1392300,3000,0,0,2025-09-02
100052,200005,0,167,1653300,1529300,951900,4500,0,0,2025-09-02
100053,200006,0,70,833000,770500,483000,4000,0,0,2025-09-02
100054,200001,0,38,718200,664300,421800,2500,0,0,2025-09-02
100055,200002,0,60,594000,549400,348000,5000,0,0,2025-09-02
100056,200003,0,45,580500,537000,342000,3000,0,0,2025-09-02
100057,200004,0,58,574200,531100,348000,5000,0,0,2025-09-02
100058,200005,0,84,495600,458400,302400,3000,0,0,2025-09-02
100059,200006,0,30,447000,413500,261000,3500,0,0,2025-09-02
100060,200001,0,29,374100,346000,217500,5000,0,0,2025-09-02
100061,200002,0,27,294300,272200,167400,4500,0,0,2025-09-02
100062,200003,0,31,275900,255200,158100,5000,0,0,2025-09-02
100063,200004,0,32,316800,293000,192000,2500,0,0,2025-09-02
100064,200005,0,17,287300,265800,171700,4500,0,0,2025-09-02
100065,200006,0,17,253300,234300,146200,4000,0,0,2025-09-02
100066,200001,0,41,200900,185800,118900,3000,0,0,2025-09-02
100067,200002,0,49,240100,222100,142100,4500,0,0,2025-09-02
100068,200003,0,56,218400,202000,128800,2000,0,0,2025-09-02
100069,200004,0,48,187200,173200,115200,3000,0,0,2025-09-02
100070,200005,0,57,222300,205600,125400,3500,0,0,2025-09-02
100051,200005,0,315,2803500,2593200,1701000,3500,0,0,2025-09-03
100052,200006,0,148,1465200,1355300,888000,2500,0,0,2025-09-03
100053,200001,0,86,1023400,946600,610600,4000,0,0,2025-09-03
100054,200002,0,42,793800,734300,466200,2000,0,0,2025-09-03
100055,200003,0,54,534600,494500,318600,2500,0,0,2025-09-03
100056,200004,0,41,528900,489200,323900,4500,0,0,2025-09-03
100057,200005,0,55,544500,503700,330000,2000,0,0,2025-09-03
100058,200006,0,77,454300,420200,269500,5000,0,0,2025-09-03
100059,200001,0,30,447000,413500,267000,3500,0,0,2025-09-03
100060,200002,0,30,387000,358000,225000,2000,0,0,2025-09-03
100061,200003,0,31,337900,312600,198400,5000,0,0,2025-09-03
100062,200004,0,34,302600,279900,183600,4000,0,0,2025-09-03
100063,200005,0,30,297000,274700,177000,4500,0,0,2025-09-03
100064,200006,0,13,219700,203200,127400,4500,0,0,2025-09-03
100065,200001,0,15,223500,206700,132000,5000,0,0,2025-09-03
100066,200002,0,41,200900,185800,114800,5000,0,0,2025-09-03
100067,200003,0,48,235200,217600,134400,2000,0,0,2025-09-03
100068,200004,0,48,187200,173200,110400,4500,0,0,2025-09-03
100069,200005,0,43,167700,155100,103200,5000,0,0,2025-09-03
100070,200006,0,46,179400,165900,105800,4000,0,0,2025-09-03
100051,200006,0,274,2438600,2255700,1424800,2500,0,0,2025-09-04
100052,200001,0,131,1296900,1199600,746700,4000,0,0,2025-09-04
100053,200002,0,74,880600,814600,510600,2500,0,0,2025-09-04
100054,200003,0,36,680400,629400,396000,3500,0,0,2025-09-04
100055,200004,0,53,524700,485300,302100,3500,0,0,2025-09-04
100056,200005,0,47,606300,560800,352500,3000,0,0,2025-09-04
100057,200006,0,42,415800,384600,247800,3000,0,0,2025-09-04
100058,200001,0,82,483800,447500,287000,2500,0,0,2025-09-04
100059,200002,0,25,372500,344600,217500,2000,0,0,2025-09-04
100060,200003,0,24,309600,286400,187200,3000,0,0,2025-09-04
100061,200004,0,28,305200,282300,179200,3500,0,0,2025-09-04
100062,200005,0,33,293700,271700,171600,3000,0,0,2025-09-04
100063,200006,0,30,297000,274700,171000,3500,0,0,2025-09-04
100064,200001,0,16,270400,250100,160000,2000,0,0,2025-09-04
100065,200002,0,18,268200,248100,160200,4000,0,0,2025-09-04
100066,200003,0,41,200900,185800,118900,4500,0,0,2025-09-04
100067,200004,0,53,259700,240200,159000,4500,0,0,2025-09-04
100068,200005,0,49,191100,176800,112700,4500,0,0,2025-09-04
100069,200006,0,47,183300,169600,112800,5000,0,0,2025-09-04
100070,200001,0,42,163800,151500,96600,4000,0,0,2025-09-04
100051,200001,0,268,2144000,1983200,1232800,4000,0,0,2025-09-05
100052,200002,0,125,1112500,1029100,662500,4000,0,0,2025-09-05
100053,200003,0,73,781100,722500,474500,3000,0,0,2025-09-05
100054,200004,0,38,646000,597600,395200,3500,0,0,2025-09-05
100055,200005,0,58,574200,531100,330600,4000,0,0,2025-09-05
100056,200006,0,41,528900,489200,315700,5000,0,0,2025-09-05
100057,200001,0,44,435600,402900,255200,3000,0,0,2025-09-05
100058,200002,0,66,389400,360200,224400,4500,0,0,2025-09-05
100059,200003,0,25,372500,344600,215000,3500,0,0,2025-09-05
100060,200004,0,25,322500,298300,192500,4000,0,0,2025-09-05
100061,200005,0,26,283400,262100,163800,3500,0,0,2025-09-05
100062,200006,0,33,293700,271700,171600,2000,0,0,2025-09-05
100063,200001,0,29,287100,265600,174000,2000,0,0,2025-09-05
100064,200002,0,11,185900,172000,107800,3000,0,0,2025-09-05
100065,200003,0,16,238400,220500,139200,2500,0,0,2025-09-05
100066,200004,0,48,235200,217600,139200,3000,0,0,2025-09-05
100067,200005,0,35,171500,158600,98000,5000,0,0,2025-09-05
100068,200006,0,50,195000,180400,115000,4500,0,0,2025-09-05
100069,200001,0,38,148200,137100,87400,2000,0,0,2025-09-05
100070,200002,0,37,144300,133500,81400,5000,0,0,2025-09-05
100051,200002,0,245,2180500,2017000,1274000,2500,0,0,2025-09-06
100052,200003,0,104,1029600,952400,592800,2000,0,0,2025-09-06
100053,200004,0,71,844900,781500,482800,4500,0,0,2025-09-06
100054,200005,0,36,680400,629400,396000,4000,0,0,2025-09-06
100055,200006,0,49,485100,448700,279300,5000,0,0,2025-09-06
100056,200001,0,35,451500,417600,273000,3000,0,0,2025-09-06
100057,200002,0,41,405900,375500,246000,4000,0,0,2025-09-06
100058,200003,0,59,348100,322000,200600,2000,0,0,2025-09-06
100059,200004,0,21,312900,289400,182700,5000,0,0,2025-09-06
100060,200005,0,22,283800,262500,162800,3000,0,0,2025-09-06
100061,200006,0,24,261600,242000,148800,4500,0,0,2025-09-06
100062,200001,0,27,240300,222300,140400,2500,0,0,2025-09-06
100063,200002,0,24,237600,219800,136800,3500,0,0,2025-09-06
100064,200003,0,14,236600,218900,141400,3500,0,0,2025-09-06
100065,200004,0,12,178800,165400,108000,2500,0,0,2025-09-06
100066,200005,0,36,176400,163200,104400,2500,0,0,2025-09-06
100067,200006,0,34,166600,154100,98600,2000,0,0,2025-09-06
100068,200001,0,49,191100,176800,107800,5000,0,0,2025-09-06
100069,200002,0,44,171600,158700,96800,5000,0,0,2025-09-06
100070,200003,0,43,167700,155100,98900,4000,0,0,2025-09-06
100051,200003,0,266,2367400,2189800,1356600,2000,0,0,2025-09-07
100052,200004,0,140,1386000,1282000,798000,4000,0,0,2025-09-07
100053,200005,0,67,797300,737500,455600,2000,0,0,2025-09-07
100054,200006,0,39,737100,681800,448500,4000,0,0,2025-09-07
100055,200001,0,48,475200,439600,278400,2500,0,0,2025-09-07
100056,200002,0,41,528900,489200,311600,3000,0,0,2025-09-07
100057,200003,0,49,485100,448700,294000,4500,0,0,2025-09-07
100058,200004,0,68,401200,371100,244800,3500,0,0,2025-09-07
100059,200005,0,23,342700,317000,204700,2500,0,0,2025-09-07
100060,200006,0,26,335400,310200,192400,2000,0,0,2025-09-07
100061,200001,0,23,250700,231900,149500,3500,0,0,2025-09-07
100062,200002,0,25,222500,205800,135000,3000,0,0,2025-09-07
100063,200003,0,21,207900,192300,123900,4000,0,0,2025-09-07
100064,200004,0,15,253500,234500,153000,4500,0,0,2025-09-07
100065,200005,0,17,253300,234300,146200,2000,0,0,2025-09-07
100066,200006,0,41,200900,185800,114800,3500,0,0,2025-09-07
100067,200001,0,42,205800,190400,121800,5000,0,0,2025-09-07
100068,200002,0,48,187200,173200,105600,3500,0,0,2025-09-07
100069,200003,0,39,152100,140700,89700,3000,0,0,2025-09-07
100070,200004,0,49,191100,176800,112700,2000,0,0,2025-09-07
100051,200004,0,300,2670000,2469800,1560000,3000,0,0,2025-09-08
100052,200005,0,166,1643400,1520100,979400,3500,0,0,2025-09-08
100053,200006,0,80,952000,880600,576000,5000,0,0,2025-09-08
100054,200001,0,48,907200,839200,528000,4500,0,0,2025-09-08
100055,200002,0,58,574200,531100,330600,4500,0,0,2025-09-08
100056,200003,0,40,516000,477300,304000,2500,0,0,2025-09-08
100057,200004,0,57,564300,522000,336300,2500,0,0,2025-09-08
100058,200005,0,76,448400,414800,266000,4500,0,0,2025-09-08
100059,200006,0,27,402300,372100,229500,2000,0,0,2025-09-08
100060,200001,0,25,322500,298300,190000,4500,0,0,2025-09-08
100061,200002,0,34,370600,342800,221000,3500,0,0,2025-09-08
100062,200003,0,30,267000,247000,159000,4000,0,0,2025-09-08
100063,200004,0,35,346500,320500,210000,2000,0,0,2025-09-08
100064,200005,0,18,304200,281400,176400,5000,0,0,2025-09-08
100065,200006,0,16,238400,220500,142400,2500,0,0,2025-09-08
100066,200001,0,55,269500,249300,159500,5000,0,0,2025-09-08
100067,200002,0,46,225400,208500,128800,5000,0,0,2025-09-08
100068,200003,0,58,226200,209200,139200,5000,0,0,2025-09-08
100069,200004,0,65,253500,234500,149500,3000,0,0,2025-09-08
100070,200005,0,64,249600,230900,147200,2500,0,0,2025-09-08
100051,200005,0,296,2634400,2436800,1509600,3500,0,0,2025-09-09
100052,200006,0,135,1336500,1236300,810000,4500,0,0,2025-09-09
100053,200001,0,97,1154300,1067700,679000,5000,0,0,2025-09-09
100054,200002,0,37,699300,646900,407000,5000,0,0,2025-09-09
100055,200003,0,72,712800,659300,424800,2000,0,0,2025-09-09
100056,200004,0,42,541800,501200,323400,4000,0,0,2025-09-09
100057,200005,0,57,564300,522000,342000,3500,0,0,2025-09-09
100058,200006,0,80,472000,436600,280000,2000,0,0,2025-09-09
100059,200001,0,30,447000,413500,255000,5000,0,0,2025-09-09
100060,200002,0,23,296700,274400,172500,3000,0,0,2025-09-09
100061,200003,0,31,337900,312600,198400,4000,0,0,2025-09-09
100062,200004,0,39,347100,321100,202800,3000,0,0,2025-09-09
100063,200005,0,30,297000,274700,171000,3500,0,0,2025-09-09
100064,200006,0,16,270400,250100,160000,2500,0,0,2025-09-09
100065,200001,0,16,238400,220500,137600,5000,0,0,2025-09-09
100066,200002,0,57,279300,258400,165300,3500,0,0,2025-09-09
100067,200003,0,40,196000,181300,112000,2500,0,0,2025-09-09
100068,200004,0,47,183300,169600,108100,2500,0,0,2025-09-09
100069,200005,0,56,218400,202000,128800,3000,0,0,2025-09-09
100070,200006,0,60,234000,216400,138000,2500,0,0,2025-09-09
100051,200006,0,321,2856900,2642600,1637100,3500,0,0,2025-09-10
100052,200001,0,143,1415700,1309500,858000,2500,0,0,2025-09-10
100053,200002,0,77,916300,847600,546700,2500,0,0,2025-09-10
100054,200003,0,34,642600,594400,384200,2000,0,0,2025-09-10
100055,200004,0,53,524700,485300,318000,3000,0,0,2025-09-10
100056,200005,0,43,554700,513100,331100,4500,0,0,2025-09-10
100057,200006,0,48,475200,439600,278400,4500,0,0,2025-09-10
100058,200001,0,66,389400,360200,224400,3000,0,0,2025-09-10
100059,200002,0,26,387400,358300,228800,3000,0,0,2025-09-10
100060,200003,0,27,348300,322200,205200,5000,0,0,2025-09-10
100061,200004,0,26,283400,262100,166400,2000,0,0,2025-09-10
100062,200005,0,31,275900,255200,158100,2000,0,0,2025-09-10
100063,200006,0,24,237600,219800,139200,3500,0,0,2025-09-10
100064,200001,0,15,253500,234500,145500,3000,0,0,2025-09-10
100065,200002,0,17,253300,234300,147900,3500,0,0,2025-09-10
100066,200003,0,46,225400,208500,133400,2500,0,0,2025-09-10
100067,200004,0,48,235200,217600,144000,2000,0,0,2025-09-10
100068,200005,0,46,179400,165900,105800,4000,0,0,2025-09-10
100069,200006,0,56,218400,202000,128800,2000,0,0,2025-09-10
100070,200001,0,49,191100,176800,112700,4000,0,0,2025-09-10
100051,200001,0,235,2091500,1934600,1198500,2500,0,0,2025-09-11
100052,200002,0,151,1494900,1382800,860700,5000,0,0,2025-09-11
100053,200003,0,87,1035300,957700,609000,4000,0,0,2025-09-11
100054,200004,0,33,623700,576900,376200,5000,0,0,2025-09-11
100055,200005,0,52,514800,476200,312000,3000,0,0,2025-09-11
100056,200006,0,49,632100,584700,362600,2000,0,0,2025-09-11
100057,200001,0,40,396000,366300,236000,4500,0,0,2025-09-11
100058,200002,0,72,424800,392900,252000,5000,0,0,2025-09-11
100059,200003,0,24,357600,330800,211200,4000,0,0,2025-09-11
100060,200004,0,28,361200,334100,215600,4500,0,0,2025-09-11
100061,200005,0,26,283400,262100,166400,2500,0,0,2025-09-11
100062,200006,0,30,267000,247000,156000,4000,0,0,2025-09-11
100063,200001,0,28,277200,256400,162400,3500,0,0,2025-09-11
100064,200002,0,14,236600,218900,137200,4000,0,0,2025-09-11
100065,200003,0,14,208600,193000,123200,5000,0,0,2025-09-11
100066,200004,0,47,230300,213000,136300,2000,0,0,2025-09-11
100067,200005,0,49,240100,222100,142100,3000,0,0,2025-09-11
100068,200006,0,53,206700,191200,127200,2000,0,0,2025-09-11
100069,200001,0,44,171600,158700,96800,2500,0,0,2025-09-11
100070,200002,0,49,191100,176800,112700,3500,0,0,2025-09-11
100051,200002,0,250,2225000,2058100,1350000,3500,0,0,2025-09-12
100052,200003,0,119,1178100,1089700,690200,4500,0,0,2025-09-12
100053,200004,0,78,928200,858600,553800,2500,0,0,2025-09-12
100054,200005,0,34,642600,594400,377400,3500,0,0,2025-09-12
100055,200006,0,56,554400,512800,336000,3500,0,0,2025-09-12
100056,200001,0,36,464400,429600,273600,3000,0,0,2025-09-12
100057,200002,0,35,346500,320500,203000,3500,0,0,2025-09-12
100058,200003,0,54,318600,294700,189000,2000,0,0,2025-09-12
100059,200004,0,19,283100,261900,171000,5000,0,0,2025-09-12
100060,200005,0,24,309600,286400,182400,3000,0,0,2025-09-12
100061,200006,0,24,261600,242000,153600,4500,0,0,2025-09-12
100062,200001,0,25,222500,205800,130000,4500,0,0,2025-09-12
100063,200002,0,28,277200,256400,162400,2000,0,0,2025-09-12
100064,200003,0,15,253500,234500,151500,4500,0,0,2025-09-12
